"title","title href","display-name-link","display-name-link href","review-date","text","actions","actions href","rating-other-user-rating","point-scale"
"Frustrating.","https://www.imdb.com/review/rw8718626/?ref_=tt_urv","Darwinskid","https://www.imdb.com/user/ur12357883/?ref_=tt_urv","5 December 2022","Black Panther: Wakanda Forever has ambitious goals but does not manage to meet them due to its overlong and sometimes unfocused screenplay that often feels very first draft level in craft and trying to have one too many political conversations to streamline linearly. It has its moments, with some very solid dramatic acting work by its performers, but on the whole it is an admirable effort but also a major step down in quality from its predecessor. I personally feel they should have waited on a sequel, and take more time to figure out what to do with the Black Panther and Wakanda as the Marvel Cinematic Universe was progressing post Endgame and after the unfortunate passing of Chadwick Boseman. The loss of T'Challa is seriously felt in this story, and I think most would have been fine with a recast just a few years later, the new actor might not have been on Mr. Boseman's level, but they could have still performed the part well and carry the franchise further. As is, the mantle gets passed, and its executed just okay, but it would have more impact if the story were more focused. Namor is a nice addition to the Marvel Cinematic Universe, and is adapted fine, I would certainly like to see more of him in later installments. Still, you feel that the character probably should have come into the picture a lot earlier on, like in Phase Two or Phase Three at the least.","196 out of 269 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8718626/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","",""
"Pays an appropriately sombre tribute to its recently deceased lead actor by showing how things can still move forward in the wake of his absence","https://www.imdb.com/review/rw8666142/?ref_=tt_urv","MrDHWong","https://www.imdb.com/user/ur18374284/?ref_=tt_urv","10 November 2022","""Black Panther: Wakanda Forever"" is the sequel to 2018's ""Black Panther"" and the 30th film in the Marvel Cinematic Universe. Directed and co-written by Ryan Coogler (""Fruitvale Station"", ""Creed""), it pays an appropriately sombre tribute to its recently deceased lead actor by showing how things can still move forward in the wake of his absence.One year after the untimely death of King T'Challa (Chadwick Boseman), the African kingdom of Wakanda is still in mourning as they struggle without their beloved monarch to lead them. T'Challa's younger sister, Princess Shuri (Letitia Wright), feels the immense pressure to take over as ruler but believes she cannot handle such a huge responsibility all by herself. Not long after, the inhabitants of the underwater civilisation of Talokan, led by King Namor (Tenoch Huerta), emerge to wage a war against the surface world. With limited time remaining, the citizens of Wakanda must quickly overcome their grief to put a stop to the Talokan threat before everything is destroyed.After the unfortunate passing of ""Black Panther"" actor Chadwick Boseman in 2020 due to cancer, the MCU was left with a complicated dilemma - should the sequel recast the lead role with a different actor or should they re-write an entirely new story without him? Either of these options would have been a risky move since audiences have become so familiar with Boseman's portrayal of King T'Challa (a.k.a the Black Panther) that it would be near impossible to accept anyone else in the role. It was soon revealed that out of respect for both Boseman and the fans that the latter option was chosen, with the character's in-world demise intended to mirror the actor's real-life death. Now with the release of ""Black Panther: Wakanda Forever"", we see how all of this has managed to play out, in a follow-up that makes good use of its supporting cast while also remaining respectful to the foundations that have already been laid down.Anybody who saw the 2018 film will remember it has already been established that Wakanda is a place full of interesting characters that have helped this kingdom thrive for so long in seclusion. Because of this, it is believable that its citizens can continue to function without a King due to their personal code of discipline. However, due to their overwhelming admiration for King T'Challa, the Wakandans still feel a sense of emptiness with him no longer being around to lead them and as a result, they are living directionless lives. This is all conveyed to us primarily through the characters that knew T'Challa best and the audience gains a solid understanding of the grief they are each experiencing.I think the film does a decent job of exploring the concept of losing someone you deeply care about, whether it is a close family member or someone you admired from afar. In particular, we get a good look at how Shuri, the next in line to the throne, just cannot bring herself to take her brother's place as the rightful ruler of Wakanda. Despite her lingering heartache, Shuri, along with the rest of Wakanda's de facto leaders, must find a way to set aside her sadness to confront the looming annihilation by advancing enemy forces. Most of the film shows how not only Shuri, but also Okoye (Danai Gurira) and Ramonda (Angela Bassett) all need to work together in order to prevent a major catastrophe from happening. I interpret this plot element as a metaphor for depression as a whole, since rising above intense emotional pain often requires the help of others. Because of that, this is a nice way of telling the audience that no matter how hard things may seem, there will always be others to aid them through their own personal difficulties.Due to the prevalent themes of loss and despair, this is the most melancholic film in the entire MCU library, even more so than the beginning of ""Avengers: Endgame"". Naturally this is a striking departure from the MCU we are all familiar with, which is usually light-hearted and fun for practically everybody. As a result, there are very few moments of comic relief to brighten the mood, and even then it does little to help alleviate the severity of a specific scene. If you are expecting the usual humorous situations that MCU fans have grown accustomed to after all these years or the characters constantly cracking jokes at a convenient time, you are going to be sorely disappointed.This film never wavers on its downbeat tone, with frequent reminders that the original hero is dead and not coming back. Of course, this is entirely understandable considering it would be disrespectful to not take into account Chadwick Boseman's monumental contribution to the series and the film plays along like something crucial is missing without him. Bearing that in mind, the film is still enjoyable in other ways. It does contain a number of good action scenes with some creative fight choreography and a deeper exploration of Wakandan lore to keep the audience invested. These are easily the most entertaining aspects of the film, as they remind us that Wakanda is more than simply the location where the Black Panther character originated. Just don't expect to be smiling too much during these highlights.Out of the three main actors whom the film chooses to focus on, I think Letitia Wright really shone the most as Shuri. Though we have seen Shuri do many important things in previous MCU films, I think it is here where we finally get to see her come into her own. Gone is the confident, meme-quoting sister of King T'Challa and in her place is a mournful, vulnerable young woman who misses her brother and just can't see herself taking his place as leader. Regardless of this shift in personality, Shuri still retains her intelligent side, which is featured much more extensively in this film than we've ever seen before. It's quite impressive to see how well Wright plays into Shuri's insecurities, never once exaggerating her emotions to the point of caricature or melodrama. Instead, she is shown to be a relatable human being, coming to terms with the sudden curveball life has thrown her.Though I must admit, none of this would have worked as well for Wright without the help of Angela Bassett and Danai Gurira as Ramonda and Okoye, respectively. As previously mentioned, they are all dealing with grief in their own unique ways but soon learn that working together to overcome it as a team is the best strategy. These characters feel like a real family, sticking together through what needs to be done to protect Wakanda from anything that threatens their existence. Even with the King no longer around to assist them, these three still prove themselves a formidable force against any hardship they may face.Given the unexpected turn of events surrounding the death of its main star, this film works surprisingly well with its remaining cast members and a more interesting look at Wakanda's place in the MCU. It's hard to say for certain how things may have turned out had Chadwick Boseman lived to reprise his role here, but if I had to guess I would assume we'd have gotten a more optimistic sequel without that feeling of loss hovering over every scene. Personally, I think they made the right decision not to recast and with all of that said, I am nonetheless convinced that Boseman would be pleased to see his legacy honoured in the best way possible under these circumstances. I know I would be.I rate it 8/10.","303 out of 711 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8666142/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"A great send off and a great beginning","https://www.imdb.com/review/rw8667499/?ref_=tt_urv","edler_c","https://www.imdb.com/user/ur151444663/?ref_=tt_urv","11 November 2022","Disney/Marvel please give us more of this! It was a return to form and better! The characters were real and grounded. There was actual emotion from the actors/actresses/characters and throughout the movie as a whole. A laugh here or there, PERFECTLY BALANCED (as all things should be). As someone who recently lost a loved one, the movie hit me in the feels hard, something I've come to not expect from a Disney/Marvel production. I mean seriously loved this movie. I also find it admirable how respectful the production was towards Mr. Boseman. I'm also glad they did not over play Ironman through Riri Williams. Of course there's always something to nitpick but they were completely overshadowed in my opinion. Someone please give Ms. Bassett a damn crown, she was a jewel in this film! I will 100% see this again!","66 out of 147 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8667499/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Was this a joke?","https://www.imdb.com/review/rw8842341/?ref_=tt_urv","Silicone54","https://www.imdb.com/user/ur127636463/?ref_=tt_urv","31 January 2023","I enjoyed the Black Panther even though it was not all that great in the first place. This sequel was a hot mess. Wakanda is no longer even a semblance of a secret African country, just a location where black people are playing dress up in a movie. A lot of the storylines just fell flat. Some characters just appeared for 2 minutes and never heard of again.At times there was so much dialogue which did nothing to further the plot, where was the editing team? There are very few actors who can captivate the audience with their words none of those actors happened to be in this movie.The CGI was good and the action was pretty good. Its a Marvel superhero movie so I didn't expect much more than this. Black Panther was always a favorite comic book hero of mine and I am saddened that they could not do better for that legacy.","264 out of 342 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8842341/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"A Fantastic, Emotional, and Mature Marvel Film","https://www.imdb.com/review/rw8668856/?ref_=tt_urv","kjproulx","https://www.imdb.com/user/ur23240045/?ref_=tt_urv","11 November 2022","Black Panther was a very welcome addition to the Marvel Cinematic Universe back in 2018 and I was really looking forward to seeing the progression of that character. Obviously, with the tragic passing of Chadwick Boseman, that just wasn't possible anymore. I figured they would recast the character and continue forward, but they made the tough decision to write the death of the character into the film as well. For that reason, I was worried and relieved all at the same time. It seemed like an impossible task to make a sequel to such a beloved film, but not have the core character there the entire time. Well, after seeing Black Panther: Wakanda Forever, I can confidently say that they handled it as well as they possibly could have. I thought this film was emotional and fantastic, and here's why.Picking up six years after the events of Black Panther (in accordance to the events of Avengers: Infinity War and Avengers: Endgame), this film focuses heavily on the loss of T'Challa and how the country can move forward without their leader. With the emergence of Namor and the underwater city of Talokan threatening all of Wakanda, the remaining characters must band together and protect their country. Shuri (Letitia Wright) is easily the one with the most screentime here and the burden of carrying this franchise is on her shoulders the whole time. This must have been a daunting task, but she pulled it off. Her character, along with her mother, portrayed incredibly well once again by Angela Basset, are the beating hearts of this film. The emotional aspect of this film got me on a few occasions.Some people may complain about the fact that the death of Chadwick Boseman is basically the jumping-off point for this story to even happen, but I found that it was very tastefully done. With the addition of other characters that will have a future in the Marvel Cinematic Universe, this film was filled to the brim with story. Where I might have my only complaint though, is the fact that this feels like a big budget prelude to what will come next. It's a fantastically made film by director Ryan Coogler and I loved watching every minute of this one, but I have to admit that it did feel like more of a long eulogy for the passing of Boseman.With all of that said though, I'm only complaining about that because I'm reviewing it and criticizing it. That complaint isn't something I will regularly say about this film. They take the time to make a great film on top of that, so it really worked for me overall. I can't wait to see where certain storylines continue later and the fact that I'm excited about that, all while this film is satisfying on its own, is nothing short of great. I wept, I was entertained, and I was engaged in the story at hand, so what else could I really have asked for from this film? Also, the final scene that takes place during the credits is easily one of my favourite post-credit scenes in the Marvel Cinematic Universe. It was very well handled. Now playing in theatres, I absolutely recommend checking out Black Panther: Wakanda Forever.","528 out of 1,364 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668856/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Messy","https://www.imdb.com/review/rw8736576/?ref_=tt_urv","gardianx-33670","https://www.imdb.com/user/ur146606039/?ref_=tt_urv","15 December 2022","The way they went with the movie is interesting really but the execution didn't live up to the hype that was advertised. In this movie you can tell in many scenes that it was supposed to be tchalla not Shuri. There should have been a significant amount of rewrites or a completely new script. The design choices in this movie is not that good really as Namor wasn't looking great and the same with iron heart. There are too many plot holes in this one and many open stories that would mention the 1st movie was abruptly closed and that overall experience was bland and boring to a fan and to the general audience this movie is something u only need to see once to understand the bigger picture.","31 out of 50 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8736576/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Beautiful and emotional","https://www.imdb.com/review/rw8671092/?ref_=tt_urv","hcarnie","https://www.imdb.com/user/ur147381181/?ref_=tt_urv","12 November 2022","An emotional journey, beautifully done. The exceptional cast, moved me to tears multiple times. Twice from sadness once from joy (no spoilers! Haha) The sold out theatre on opening night not only applauded but many had tears they were trying to wipe away.It is a 3 hour movie but it didn't feel that way to me, I was engaged every step of the way and eager to see the journey.Black panther movies continue to excel in the marvel universe. The way they showcase two cultures that are entirely from the comics, using cultural clothing, languages, building sets and gorgeous visuals really make you feel they are real. The strong female characters in this movie are bada$s and show the struggle to be a force for good in this world (a world that doesn't make that easy!).Well done! (Fyi: one end credit scene)","34 out of 73 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8671092/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Maybe a bit too long than it needed to be, but it was decent","https://www.imdb.com/review/rw8876961/?ref_=tt_urv","SafReviews","https://www.imdb.com/user/ur93969415/?ref_=tt_urv","17 February 2023","I didn't have high expectations for this movie because of the mixed reviews, but it was actually decent. The plot was probably a Marvel formula plot, but I found it intriguing because it was interesting to see how Wakanda would cope after the death of the Black Panther. I liked the new characters especially the underwater species who made me doubt whether the Wakandans would beat them. I thought the action scenes were good especially the last fight scene which was pretty epic. I hope this is the last Black Panther movie because I think another movie would not turn out good and Marvel seem like they've run out of ideas.","26 out of 50 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8876961/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"ONE OF THE BEST MARVEL MOVIES IN A LONG TIME","https://www.imdb.com/review/rw9139806/?ref_=tt_urv","martinacord","https://www.imdb.com/user/ur166272896/?ref_=tt_urv","22 June 2023","A lot of reviews say the first one is better and this one is underwhelming and slow. In my opinion, it was really good and the plot was great. The CGI and action scenes were great. There was also a nice tribute to Chadwick Boseman. THe acting in the movie was really good from all of the characters. I didn't think this movie was slow or boring AT ALL. It was much better than some other recent MCU movies. I don't have a single thing to say bad about this movie. I have seen it twice and I would definitely watch a third, fourth, and fifth time! I really don' see how people think this movie is boring.","9 out of 16 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw9139806/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"Talocan forever!","https://www.imdb.com/review/rw8671121/?ref_=tt_urv","RogerRoger77","https://www.imdb.com/user/ur125452593/?ref_=tt_urv","12 November 2022","Enough has been said by other reviewers about the film's overall weaknesses - it's overlong, meandering and drags in many places. Instead, I want to focus on a question no one else seems to be asking: what is up with these Wakandans?I was a definite fan of the first movie, but as the sequel progressed, I found myself more and more annoyed (and irritated) by the film's semi-religious Wakandaphilia. Frankly, the constant self-adulation and smug sense of exceptionalism displayed by every Wakandan character really started to grate. After a while, what I'm sure the film-makers see as a message of empowerment starts to sound a lot like fascistic aggrandizement. If this degree of messianic self-love were displayed by characters in any other (real) country, it would be dismissed as overblown nationalism.Let's not forget, as the film itself points out, Wakanda is a superpower - possibly the most powerful nation on earth, thanks to its stocks of 'vibranium' - so it's difficult to swallow the idea that they are also somehow persecuted victims. Add to this the fact that they jealously try to preserve their monopoly of this most valuable resource, and its associated technology, and its hard not to see Wakanda as just another arrogant and self-interested power.Indeed, after a while, my sympathies shifted much more to the rival Talocans, who with some justification came to see Wakanda as more of a threat than an ally. Maybe the next movie could be called Talocan Forever, and show their side of the story instead.","658 out of 898 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8671121/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","5","/10"
"Well... it's not what I expected","https://www.imdb.com/review/rw8666821/?ref_=tt_urv","wolfstor","https://www.imdb.com/user/ur17135859/?ref_=tt_urv","10 November 2022","Saw this the other night at the movies. The cinema was packed with joyous Marvel fans who have obviously enjoyed the first Black Panther movie. The first 30 minutes into the movie, the audience vibes cooled off noticeably. After 2h41, most people stood up and quickly left the theater, more than half of the crowd not even caring for the end credit scene. Well, that tells you something...After the screening, our group of four discussed what disappointed the most: was it the dragging narrative (trying to tell too many stories and trying to pleasing too many audiences), the lengthy dialogues (which to me felt like they made up 2/3 of this movie), the rushed/forced action scenes or (what bothered me the most) the absence of the Black Panther for most of the running time. In the end, the movie disappoints on many levels.","251 out of 371 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8666821/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","",""
"Yawn","https://www.imdb.com/review/rw8868419/?ref_=tt_urv","BillyNoMates1776","https://www.imdb.com/user/ur29295654/?ref_=tt_urv","12 February 2023","Chadwick Boseman was sorely missed! To be honest, I wish I enjoyed it, but I did not. Not. One. Bit.The quality of Marvel films has been nosediving since 2019 & I did not have much expectation.The movie drags on & sadly had me in the doldrums.Disney - not Marvel - are ruining the MCU! They tried to cover too much ground by introducing too many characters & a complicated story.To sum up, save yourself time & money ... don't watch it. I thought the new Thor movie was the worst Marvel could produce via Disney, however I was dead wrong!PS: The moving tribute to Paul Walker in the Fast & Furious film did a better job more than this film does to Chadwick Boseman.","8 out of 13 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8868419/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Tender, human, tragic and Beautiful","https://www.imdb.com/review/rw8669018/?ref_=tt_urv","harry-34518","https://www.imdb.com/user/ur104275634/?ref_=tt_urv","11 November 2022","The biggest compliment I can give this film is just how human it feels, you can feel the grief and sadness pouring through every shot. But perhaps the best part of this movie is the grief isn't used to make it good the story is compelling, Namor is a great villain and Shuris arc in the course of this movie was amazing and some of marvels best character arc. Seeing wakanda vs Tolkan (sorry if misspelled) was thrilling and both sides had really good points and arguments. The performances across the board were perfect and riri made a great addition to the movie. I do have some issues with the movie however the action at points can be a bit generic and in the third act there's a montage used to try and get the characters ready for the final battle and feels a bit lazy. But aside from that this has to be one of the better marvel movies and worthy successor to the original black panther.","126 out of 340 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8669018/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Amazing. Captivating political drama","https://www.imdb.com/review/rw8671057/?ref_=tt_urv","rkechols","https://www.imdb.com/user/ur113656397/?ref_=tt_urv","12 November 2022","So good. They did really well given the difficult circumstances of losing Chadwick Boseman. The whole cast really stepped it up and delivered an amazing performance. Really great soundtrack paired with it, too. A redeeming movie for phase 4.Less action and more drama than the typical superhero movie, but that's what gave it so much meaning. Really focuses on character development, feelings, intentions, and family. Powerful messages about loss, grief, anger, pain, compassion, and even finding faith.Surprisingly minimal woke messaging, given its creators (though there was still some, of course).","19 out of 41 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8671057/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
